Series,Issue,Full Title,Variant Description,Publisher,Release Date,Format,Added Date,Creators
"Action Comics, Vol. 3",994A,"Booster Shot, Part II",Regular Dan Jurgens & Trevor Scott Cover,DC Comics,27-Dec-17,Comic,26-Jan-18,Dan Jurgens | Joe Prado | Trevor Scott
"Action Comics, Vol. 3",995A,Booster Shot,Regular Dan Jurgens & Trevor Scott Cover,DC Comics,10-Jan-18,Comic,26-Jan-18,Dan Jurgens | Brett Booth | Norm Rapmund
"Action Comics, Vol. 3",996A,"Booster Shot, Part IV",Regular Dan Jurgens & Trevor Scott Cover,DC Comics,24-Jan-18,Comic,20-Feb-18,Dan Jurgens | Will Conrad
"Action Comics, Vol. 3",997A,Booster Shot,Regular Brett Booth & Norm Rapmund Cover,DC Comics,14-Feb-18,Comic,20-Feb-18,Dan Jurgens | Brett Booth | Norm Rapmund
"Action Comics, Vol. 3",998A,"Booster Shot, Booster Shot Conclusion",Regular Will Conrad Cover,DC Comics,28-Feb-18,Comic,12-Mar-18,Dan Jurgens | Will Conrad
"Action Comics, Vol. 3",999A,What Would Superman Do?,Regular Brett Booth & Norm Rapmund Cover,DC Comics,14-Mar-18,Comic,5-May-18,Dan Jurgens | Will Conrad
"Action Comics, Vol. 3",1000A,From The City That Has Everything / Never-Ending Battle / The Enemy Within / The Car / The Fifth Season / Of Tomorrow / Five MIntues / Actionland! / Faster Than A Speeding Bullet / The Truth,Regular Jim Lee & Scott Williams Cover,DC Comics,18-Apr-18,Comic,5-May-18,Paul Dini | Marv Wolfman | Dan Jurgens
"Action Comics, Vol. 3",1001A,Invisible Mafia,Regular Patrick Gleason Cover,DC Comics,25-Jul-18,Comic,3-Aug-18,Brian Michael Bendis | Patrick Gleason
"Action Comics, Vol. 3",1002A,"Invisible Mafia, Part 2",Regular Patrick Gleason Cover,DC Comics,22-Aug-18,Comic,19-Jan-19,Brian Michael Bendis | Patrick Gleason
"Action Comics, Vol. 3",1003A,"Invisible Mafia, Part 3",Regular Patrick Gleason Cover,DC Comics,26-Sep-18,Comic,19-Jan-19,Brian Michael Bendis | Yanick Paquette
"Action Comics, Vol. 3",1004A,"Invisible Mafia, Part 4",Regular Steve Rude Enhanced Foil Cover,DC Comics,24-Oct-18,Comic,19-Jan-19,Brian Michael Bendis | Ryan Sook | Wade von Grawbadger
"Action Comics, Vol. 3",1005A,"Invisible Mafia, Part 5",Regular Ryan Sook Cover,DC Comics,28-Nov-18,Comic,19-Jan-19,Brian Michael Bendis | Ryan Sook
"Action Comics, Vol. 3",1006A,"Invisible Mafia, Part 6",Regular Ryan Sook Cover,DC Comics,2-Jan-19,Comic,19-Jan-19,Brian Michael Bendis | Ryan Sook
"Action Comics, Vol. 3",1007A,"Leviathan Rising, Part 1",Regular Steve Epting Cover,DC Comics,30-Jan-19,Comic,4-May-19,Brian Michael Bendis | Steve Epting
"Action Comics, Vol. 3",1008A,"Leviathan Rising, Part 2",Regular Steve Epting Cover,DC Comics,27-Feb-19,Comic,4-May-19,Brian Michael Bendis | Steve Epting
"Action Comics, Vol. 3",1009A,"Leviathan Rising, Leviathan Rising Part 3",Regular Steve Epting Cover,DC Comics,27-Mar-19,Comic,4-May-19,Brian Michael Bendis | Steve Epting
"Action Comics, Vol. 3",1010A,"Leviathan Rises, Part 4",Regular Steve Epting Cover,DC Comics,24-Apr-19,Comic,11-May-19,Brian Michael Bendis | Steve Epting
"Action Comics, Vol. 3",1011A,"Leviathan Rises, Leviathan Rises Part 5",Regular Steve Epting Cover,DC Comics,22-May-19,Comic,10-Jun-19,Brian Michael Bendis | Steve Epting
"Action Comics, Vol. 3",1012A,By Any Other Name...,Regular Jamal Campbell Cover,DC Comics,26-Jun-19,Comic,27-Jun-19,Brian Michael Bendis | Szymon Kudranski
"Action Comics, Vol. 3",1013A,Year of the Villain - Gifts,Regular Jamal Campbell Cover,DC Comics,24-Jul-19,Comic,27-Jul-19,Brian Michael Bendis | Szymon Kudranski
"Action Comics, Vol. 3",1014A,Year of the Villain ,Regular Brandon Peterson Cover,DC Comics,28-Aug-19,Comic,20-Sep-19,Brian Michael Bendis | Szymon Kudranski
"Action Comics, Vol. 3",1015A,Year of the Villain - New Voices,Regular David Marquez Cover,DC Comics,25-Sep-19,Comic,17-Oct-19,Brian Michael Bendis | Szymon Kudranski
"Action Comics, Vol. 3",1016A,Year of the Villain - Coming Of Age,Regular Jamal Campbell Cover,DC Comics,23-Oct-19,Comic,5-Nov-19,Brian Michael Bendis | Szymon Kudranski
"Action Comics, Vol. 3",1017A,Year of the Villain - Metropolis Doom!,Regular John Romita Jr & Klaus Janson Acetate Cover,DC Comics,27-Nov-19,Comic,6-Dec-19,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson"
"Action Comics, Vol. 3",1018A,"Metropolis Doom!, Part 2",Regular John Romita Jr & Klaus Janson Cover,DC Comics,1-Jan-20,Comic,23-Feb-20,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson"
"Action Comics, Vol. 3",1019A,"Metropolis Doom!, Metropolis Doom Part 3",Regular John Romita Jr & Klaus Janson Cover,DC Comics,29-Jan-20,Comic,23-Feb-20,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson"
"Action Comics, Vol. 3",1020A,"Metropolis Doom!, Part 4",Regular John Romita Jr & Klaus Janson Cover,DC Comics,26-Feb-20,Comic,19-Jun-20,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson"
"Action Comics, Vol. 3",1021A,"Metropolis Doom!, Conclusion",Regular John Romita Jr & Klaus Janson Cover,DC Comics,25-Mar-20,Comic,19-Jun-20,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson"
"Action Comics, Vol. 3",1022A,"The House of Kent, Part 1",Regular John Romita Jr & Klaus Janson Cover,DC Comics,3-Jun-20,Comic,8-Aug-20,"Brian Michael Bendis | John S. Romita, Jr. | Danny K. Miki"
"Action Comics, Vol. 3",1023A,"The House of Kent, The House of Kent Part Two",John Romita Jr cover,DC Comics,21-Jul-20,Comic,9-Aug-20,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson"
"Action Comics, Vol. 3",1024A,"The House of Kent, Part Three",Regular John Romita Jr & Klaus Janson Cover,DC Comics,25-Aug-20,Comic,4-Dec-20,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson"
"Action Comics, Vol. 3",1025A,"The House of Kent, Part 4",Regular John Romita Jr & Klaus Janson Cover,DC Comics,22-Sep-20,Comic,4-Dec-20,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson"
"Action Comics, Vol. 3",1026A,"The House of Kent, The House of Kent Part Five",Regular John Romita Jr & Klaus Janson Cover,DC Comics,27-Oct-20,Comic,3-Dec-20,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson"
"Action Comics, Vol. 3",1027A,"The House of Kent, Epilogue",Regular John Romita Jr Cover,DC Comics,24-Nov-20,Comic,4-Dec-20,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson"
"Action Comics, Vol. 3",1028A,"The House of Kent, Chapter 7: Micro Hopes",Cvr A John Romita Jr & Klaus Janson,DC Comics,22-Dec-20,Comic,1-Jan-21,Brian Michael Bendis | John Romita Jr. | Klaus Janson
"Action Comics, Vol. 3",1029A,"The Golden Age, The Golden Age Part Two / The Passenger Part One",Phil Hester Cover,DC Comics,23-Mar-21,Comic,2-Jun-21,Becky Cloonan | Phillip Kennedy Johnson | Michael W. Conrad
"Action Comics, Vol. 3",1030B,,Variant Julian Totino Tedesco Card Stock Cover,DC Comics,27-Apr-21,Comic,14-Jun-21,Becky Cloonan | Phillip Kennedy Johnson | Michael Conrad
"Action Comics, Vol. 3",1031A,"Warworld Rising, Part Two / The Passenger, Part Three",Mikel Janin Regular Cover,DC Comics,25-May-21,Comic,14-Jun-21,Becky Cloonan | Phillip Kennedy Johnson | Michael W. Conrad
"Action Comics, Vol. 3",1032A,"Warworld Rising, Part Three",Regular Mikel Janin Cover,DC Comics,22-Jun-21,Comic,26-Jun-21,Becky Cloonan | Phillip Kennedy Johnson | Michael W. Conrad
"Action Comics, Vol. 3",1033A,"Warworld Rising, Part Four",Daniel Sempere Regular Cover,DC Comics,27-Jul-21,Comic,1-Aug-21,Phillip Kennedy Johnson | Michael W. Conrad | Rebecca Cloonan
"Action Comics, Vol. 3",1034A,"Warworld Rising, Part Five / The Passenger, Part 6",Daniel Sempere Regular Cover,DC Comics,24-Aug-21,Comic,17-Sep-21,Phillip Kennedy Johnson | Michael W. Conrad | Rebecca Cloonan
"Action Comics, Vol. 3",1035A,,Regular Daniel Sampere Cover,DC Comics,28-Sep-21,Comic,1-Oct-21,Sean Lewis | Phillip Kennedy Johnson | Sami Basri
"Action Comics, Vol. 3",1036A,"Warworld Saga, Part 1; Tales of Metropolis",Daniel Sempere Regular Cover,DC Comics,26-Oct-21,Comic,12-Nov-21,Sean Lewis | Phillip Kennedy Johnson | Sami Basri
Action Comics: Futures End,1A,"Futures End, Crossroads",3-D Edition,DC Comics,3-Sep-14,Comic,4-Oct-14,Sholly Fisch | Pascal Alixe | Vicente Cifuentes
Action Comics: Special,1,,,DC Comics,2-May-18,Comic,5-May-18,Dan Jurgens | Max Landis | Daniel Jurgens
Advanced Dungeons & Dragons,3,The Secret Of Selune's Eye,,DC Comics,Dec-88,Comic,23-Feb-14,Jan Duursema | Michael Fleisher
Advanced Dungeons & Dragons,4,Sorcerer's Moon,,DC Comics,Jan-89,Comic,23-Feb-14,Jan Duursema | Michael J. Fleisher
Advanced Dungeons & Dragons,5,"The Spirit of Myrrth, The Spirit Of Myrrth",,DC Comics,Feb-89,Comic,23-Feb-14,Dan Mishkin | Jan Duursema
Advanced Dungeons & Dragons,6,"The Spirit of Myrrth, Beneath The City Of The Dead",,DC Comics,Mar-89,Comic,23-Feb-14,Dan Mishkin | Jan Duursema | Kim DeMulder
Advanced Dungeons & Dragons,7,"The Spirit of Myrrth, Showtime! Or Revenge Of The Living Monologue",,DC Comics,Apr-89,Comic,23-Feb-14,Dan Mishkin | Jan Duursema | John Statema
The Adventures of Cyclops and Phoenix,1,"""Wish You Were Here!""",,Marvel Comics,May-94,Comic,23-Feb-14,Scott Lobdell | Gene Ha | Al Vey
The Adventures of Cyclops and Phoenix,2,"""Tenure""",,Marvel Comics,1-Jun-94,Comic,23-Feb-14,Scott Lobdell | Gene Ha | Al Vey
The Adventures of Cyclops and Phoenix,3,"""Through The Years""",,Marvel Comics,1-Jul-94,Comic,23-Feb-14,Scott Lobdell | Gene Ha | Mark Pennington
The Adventures of Cyclops and Phoenix,4,"""Sacrifice""",,Marvel Comics,1-Aug-94,Comic,23-Feb-14,Scott Lobdell | Gene Ha | Bill Anderson
The Adventures of Superman,0,Peer Pressure - Part 3: ...With Powers Beyond Those Of Mortal Men,,DC Comics,30-Aug-94,Comic,23-Feb-14,Karl Kesel | Barry Kitson | Ray McCarthy
The Adventures of Superman,440,The Hurrieder I Go,,DC Comics,May-88,Comic,23-Feb-14,Jerry Ordway | John Byrne | Dennis Janke
The Adventures of Superman,500B,Funeral For a Friend - Life After Death,Collector's Edition,DC Comics,13-Apr-93,Comic,23-Feb-14,Jerry Ordway | Roger Stern | Louise Simonson
The Adventures of Superman,500D,Funeral For a Friend - Life After Death,Polybagged,DC Comics,Jun-93,Comic,23-Feb-14,Jerry Ordway | Tom Grummett | Doug Hazlewood
The Adventures of Superman,501B,Reign of the Supermen - The Adventures Of Superman... When He Was A Boy!,Die-Cut Cover,DC Comics,27-Apr-93,Comic,23-Feb-14,Jerry Ordway | Karl Kesel | Tom Grummett
The Adventures of Superman,506,Payback!,,DC Comics,28-Sep-93,Comic,23-Feb-14,Karl Kesel | Tom Grummett | Doug Hazlewood
The Adventures of Superman,514,"Fall of Metropolis - Fall Of Metropolis, Dangerous Visions",,DC Comics,31-May-94,Comic,23-Feb-14,Karl Kesel | Pete Krause | Ron McCain Jr.
The Adventures of Superman,515,Massacre In Metropolis - Deadly Measures,,DC Comics,28-Jun-94,Comic,23-Feb-14,Karl Kesel | Barry Kitson | Ray McCarthy
The Adventures of Superman,516,Zero Hour - The Hero Of Metropolis,,DC Comics,26-Jul-94,Comic,23-Feb-14,Karl Kesel | Pete Krause | Jackson Guice
The Adventures of Superman,517,Death-Trap!,,DC Comics,27-Sep-94,Comic,23-Feb-14,Karl Kesel | Barry Kitson | Ray McCarthy
The Adventures of Superman,518,The Armagetto Run!,,DC Comics,Dec-94,Comic,23-Feb-14,Karl Kesel | Barry Kitson | Steve Montano
The Adventures of Superman,519,No One Defeats Brainiac!,,DC Comics,29-Nov-94,Comic,23-Feb-14,Karl Kesel | Barry Kitson | Mike Manley
The Adventures of Superman,521,Cold As Ice,,DC Comics,31-Jan-95,Comic,23-Feb-14,"Karl Kesel | Stuart Immonen | José Marzán, Jr."
The Adventures of Superman,522,City Of Hope,,DC Comics,28-Feb-95,Comic,23-Feb-14,"Karl Kesel | Stuart Immonen | José Marzán, Jr."
The Adventures of Superman,523,The Hit,,DC Comics,28-Mar-95,Comic,23-Feb-14,"Karl Kesel | Stuart Immonen | José Marzán, Jr."
The Adventures of Superman,524,Where Is Superman?,,DC Comics,25-Apr-95,Comic,23-Feb-14,"Karl Kesel | Stuart Immonen | José Marzán, Jr."
The Adventures of Superman,526,Title Bout!,,DC Comics,27-Jun-95,Comic,23-Feb-14,Karl Kesel | Rodolfo DaMaggio | Klaus Janson
The Adventures of Superman,527,The Return,,DC Comics,25-Jul-95,Comic,23-Feb-14,"Karl Kesel | Stuart Immonen | José Marzán, Jr."
The Adventures of Superman,528,Deadly Silence,,DC Comics,22-Aug-95,Comic,23-Feb-14,"Karl Kesel | Stuart Immonen | José Marzán, Jr."
"Adventures of Superman, Vol. 2",15,,,DC Comics,30-Jul-14,Comic,1-Sep-14,Ron Marz | Evan 'Doc' Shaner | Eric Gapstur
Adventures Of The Super Sons,1A,"Action Detectives, Part One: Bad Guise",Regular Dan Mora Cover,DC Comics,1-Aug-18,Comic,19-Jan-19,Peter J. Tomasi | Carlo Barberi | Art Thibert
Adventures Of The Super Sons,2,"Action Detectives, Part 2",,DC Comics,5-Sep-18,Comic,19-Jan-19,Peter J. Tomasi | Carlo Barberi | Arthur Edward Thibert
Adventures Of The Super Sons,3,"Action Detectives, Part Three",,DC Comics,3-Oct-18,Comic,19-Jan-19,Peter J. Tomasi | Carlo Barberi | Arthur Edward Thibert
Adventures Of The Super Sons,4,Lost Boys,,DC Comics,7-Nov-18,Comic,11-Jul-19,Peter J. Tomasi | Carlo Barberi | Matt Santorelli
Adventures Of The Super Sons,5,Deus Ex Machina,,DC Comics,5-Dec-18,Comic,11-Jul-19,Peter J. Tomasi | Carlo Barberi | Matt Santorelli
Adventures Of The Super Sons,6,Tomorrow Sometimes Dies,,DC Comics,9-Jan-19,Comic,11-Jul-19,Peter J. Tomasi | Scott Godlewski
Adventures Of The Super Sons,7,Noir Town,,DC Comics,6-Feb-19,Comic,11-Jul-19,Peter J. Tomasi | Carlo Barberi | Matt Santorelli
Adventures Of The Super Sons,8,Jailhouse Rocked,,DC Comics,6-Mar-19,Comic,11-Jul-19,Peter J. Tomasi | Carlo Barberi | Matt Santorelli
Adventures Of The Super Sons,9,"The Good, the Bad, And the Sons",,DC Comics,3-Apr-19,Comic,11-Jul-19,Peter J. Tomasi | Scott Godlewski
Adventures Of The Super Sons,10,Gang War,,DC Comics,1-May-19,Comic,11-Jul-19,Peter J. Tomasi | Carlo Barberi | Matt Santorelli
Adventures Of The Super Sons,11,Part 2,,DC Comics,5-Jun-19,Comic,11-Jul-19,Peter J. Tomasi | Carlo Barberi | Matt Santorelli
Adventures Of The Super Sons,12,Gang War Conclusion,,DC Comics,3-Jul-19,Comic,11-Jul-19,Peter J. Tomasi | Carlo Barberi | Matt Santorelli
The Adventures of the Thing,3,Full House---Dragons High!,,Marvel Comics,Jun-92,Comic,23-Feb-14,Peter B. Gillis | Frank Miller | Bob McLeod
Afterlife With Archie,1F,Escape From Riverdale,2nd Printing,Archie Comic Publications,7-May-14,Comic,10-Apr-14,Roberto Aguirre-Sacasa | Francesco Francavilla
Afterlife With Archie,2A,"Escape From Riverdale, Chapter Two: Dance of the Dead",Francesco Francavilla Regular Cover,Archie Comic Publications,20-Nov-13,Comic,3-May-14,Gray Morrow | Roberto Aguirre-Sacasa | Francesco Francavilla
Afterlife With Archie,6B,"Betty R.I.P., Chapter One: Witch in the Dream House",Andrew Pepoy Variant Cover,Archie Comic Publications,23-Jul-14,Comic,13-Dec-15,Roberto Aguirre-Sacasa | Francesco Francavilla
Afterlife With Archie,7B,"Betty R.I.P., Chapter Two: Dear Diary",Andrew Pepoy Variant Cover,Archie Comic Publications,10-Dec-14,Comic,13-Dec-15,Roberto Aguirre-Sacasa | Marvin Channing | Doug Wildey
Afterlife With Archie,8A,"Betty: R.I.P., Chapter Three: A Ghost Story...",Francesco Francavilla Regular Cover,Archie Comic Publications,6-May-15,Comic,13-Dec-15,Roberto Aguirre-Sacasa | Marv Channing | Phil Seuling
"Age of Apocalypse, Vol. 2",1A,Secret Wars - Sticks and Stones...,Gerardo Sandoval Regular Cover,Marvel Comics,8-Jul-15,Comic,3-Oct-15,Fabian Nicieza | Gerardo Sandoval
"Age of Apocalypse, Vol. 2",2A,Secret Wars - Mutually Assured Destruction,Gerardo Sandoval Regular Cover,Marvel Comics,5-Aug-15,Comic,3-Oct-15,Fabian Nicieza | Gerardo Sandoval
"Age of Apocalypse, Vol. 2",3A,Secret Wars ,,Marvel Comics,2-Sep-15,Comic,3-Oct-15,Fabian Nicieza | Gerardo Sandoval
"Age of Apocalypse, Vol. 2",4A,Secret Wars - Legacies,,Marvel Comics,16-Sep-15,Comic,3-Oct-15,Fabian Nicieza | Iban Coello
"Age of Apocalypse, Vol. 2",5A,Secret Wars ,Gerardo Sandoval Regular Cover,Marvel Comics,21-Oct-15,Comic,20-Nov-15,Fabian Nicieza | Iban Coello
The Age of Apocalypse: The Chosen,1,Age of Apocalypse - The Chosen,,Marvel Comics,Apr-95,Comic,23-Feb-14,Tim Sale | Steve Skroce | Ian Churchill
"Age of Conan: Bêlit, Queen Of The Black Coast",1A,The Lost Verses,Regular Sana Takeda Cover,Marvel Comics,13-Mar-19,Comic,22-Dec-19,Tini Howard | Kate Niemczyk
"Age of Conan: Bêlit, Queen Of The Black Coast",2A,The Mad Quest,Regular Sana Takeda Cover,Marvel Comics,10-Apr-19,Comic,22-Dec-19,Tini Howard | Kate Niemczyk
"Age of Conan: Bêlit, Queen Of The Black Coast",3A,The Lesson,Sana Takeda Cover,Marvel Comics,8-May-19,Comic,22-Dec-19,Tini Howard | Kate Niemczyk | Scott Hanna
"Age of Conan: Bêlit, Queen Of The Black Coast",4A,The Oath,Regular Sana Takeda Cover,Marvel Comics,12-Jun-19,Comic,22-Dec-19,Tini Howard | Kate Niemczyk | Scott Hanna
"Age of Conan: Bêlit, Queen Of The Black Coast",5A,All Hail the Queen,Regular Sana Takeda Cover,Marvel Comics,24-Jul-19,Comic,22-Dec-19,Tini Howard | Kate Niemczyk | Scott Hanna
Age of Conan: Valeria,1A,Part One: Child Of War,Regular Jay Anacleto Cover,Marvel Comics,14-Aug-19,Comic,23-Feb-20,Meredith Finch | Aneke
Age of Conan: Valeria,2A,Warrior of Aquilonia,Regular Jay Anacleto Cover,Marvel Comics,11-Sep-19,Comic,23-Feb-20,Matt Forbeck | Meredith Finch | Aneke
Age of Conan: Valeria,3,Chapter Three: Ghost Of The Past,,Marvel Comics,9-Oct-19,Comic,23-Feb-20,Meredith Finch | Aneke
Age of Conan: Valeria,4,Chapter Four: Lord Of Lies,,Marvel Comics,13-Nov-19,Comic,23-Feb-20,Matt Forbeck | Meredith Finch | Aneke
Age of Conan: Valeria,5,Heart of Vengeance,,Marvel Comics,11-Dec-19,Comic,23-Feb-20,Matt Forbeck | Meredith Finch | Garry Brown
Age of Ultron,1A,Age of Ultron - Book One,Regular Bryan Hitch Foil Cover,Marvel Comics,6-Mar-13,Comic,23-Feb-14,Brian Michael Bendis | Bryan Hitch | Paul Neary
Age of Ultron,2A,Age of Ultron - Book Two,Regular Bryan Hitch Cover,Marvel Comics,13-Mar-13,Comic,23-Feb-14,Brian Michael Bendis | Bryan Hitch | Paul Neary
Age of Ultron,3A,Age of Ultron - Book Three,Regular Bryan Hitch Cover,Marvel Comics,27-Mar-13,Comic,23-Feb-14,Brian Michael Bendis | Bryan Hitch | Paul Neary
Age of Ultron,4A,Age of Ultron ,Regular Bryan Hitch Cover,Marvel Comics,3-Apr-13,Comic,23-Feb-14,Brian Michael Bendis | Bryan Hitch | Paul Neary
Age of Ultron,5A,Age of Ultron ,Regular Bryan Hitch Cover,Marvel Comics,10-Apr-13,Comic,23-Feb-14,Brian Michael Bendis | Bryan Hitch | Paul Neary
Age of Ultron,6A,Age of Ultron ,Regular Brandon Peterson Cover,Marvel Comics,17-Apr-13,Comic,23-Feb-14,Brian Michael Bendis | Brandon Peterson | Carlos Pacheco
Age of Ultron,7A,Age of Ultron - Book Seven,Regular Brandon Peterson Cover,Marvel Comics,1-May-13,Comic,23-Feb-14,Brian Michael Bendis | Brandon Peterson | Carlos Pacheco
Age of Ultron,8A,Age of Ultron - Book Eight,Regular Brandon Peterson Cover,Marvel Comics,15-May-13,Comic,23-Feb-14,Brian Michael Bendis | Brandon Peterson
Age of Ultron,9A,Age of Ultron - Book Nine,Regular Carlos Pacheco Cover,Marvel Comics,5-Jun-13,Comic,23-Feb-14,Brian Michael Bendis | Brandon Peterson | Carlos Pacheco
Age of Ultron,10A,Age of Ultron - Book Ten,Regular Brandon Peterson Cover,Marvel Comics,19-Jun-13,Comic,23-Feb-14,Brian Michael Bendis | Alex Maleev | Brandon Peterson
Age of Ultron,10AI-A,Age of Ultron ,Regular Sara Pichelli Cover,Marvel Comics,26-Jun-13,Comic,23-Feb-14,Mark Waid | André Lima Araújo
Age of Ultron vs. Marvel Zombies,1A,Secret Wars: Battleworld - Part 1: A Stranger Came to Town,Carlos Pacheco Regular Cover,Marvel Comics,24-Jun-15,Comic,23-Aug-15,James Robinson | Steve Pugh | Matt Milla
Age of Ultron vs. Marvel Zombies,2A,Secret Wars: Battleworld - Part 2: Strange Bedfellows,Steve Pugh Cover,Marvel Comics,29-Jul-15,Comic,23-Aug-15,James Robinson | Steve Pugh | Tom Grummett
Age of Ultron vs. Marvel Zombies,3A,Secret Wars: Battleworld - Send Help,,Marvel Comics,19-Aug-15,Comic,23-Aug-15,James Robinson | Steve Pugh
Age of Ultron vs. Marvel Zombies,4,Secret Wars: Battleworld ,,Marvel Comics,2-Sep-15,Comic,12-Sep-15,James Robinson | Steve Pugh | Paul Rivoche
Age Of X-Man: Alpha,1A,Age of X-Man ,Regular Phil Noto Cover,Marvel Comics,30-Jan-19,Comic,25-Jul-19,Zac Thompson | Lonnie Nadler | Ramon Rosanas
Age of X-Man: Apocalypse and the X-Tracts,1A,,Regular Gerardo Sandoval Cover,Marvel Comics,13-Mar-19,Comic,4-Aug-19,Tim Seeley | Salvador Espin
Age of X-Man: Apocalypse and the X-Tracts,2A,Age of X-Man ,Regular Gerardo Sandoval Cover,Marvel Comics,10-Apr-19,Comic,4-Aug-19,Tim Seeley | Salvador Espin
Age of X-Man: Apocalypse and the X-Tracts,3,,,Marvel Comics,8-May-19,Comic,4-Aug-19,Tim Seeley | Salvador Espin
Age of X-Man: Apocalypse and the X-Tracts,5,,,Marvel Comics,10-Jul-19,Comic,4-Aug-19,Tim Seeley | Salvador Espin
Age of X-Man: Nextgen,1A,,Regular Chris Bachalo Cover,Marvel Comics,13-Feb-19,Comic,4-Aug-19,Ed Brisson | Marcus To
Age of X-Man: Nextgen,2A,,Regular Chris Bachalo Cover,Marvel Comics,20-Mar-19,Comic,4-Aug-19,Ed Brisson | Marcus To
Age of X-Man: Nextgen,3,,,Marvel Comics,17-Apr-19,Comic,4-Aug-19,Ed Brisson | Marcus To
Age of X-Man: Nextgen,4,,,Marvel Comics,15-May-19,Comic,4-Aug-19,Ed Brisson | Marcus To
Age of X-Man: Nextgen,5,,,Marvel Comics,19-Jun-19,Comic,15-Aug-19,Ed Brisson | Marcus To
Age of X-Man: Omega,1A,,Regular Phil Noto Cover,Marvel Comics,17-Jul-19,Comic,4-Aug-19,Zac Thompson | Lonnie Nadler | Simone Buonfantino
Age of X-Man: Prisoner X,1A,,Regular Patrick Zircher Cover,Marvel Comics,6-Mar-19,Comic,4-Aug-19,
Age of X-Man: Prisoner X,2A,Age of X-Man ,Regular Patrick Zircher Cover,Marvel Comics,3-Apr-19,Comic,4-Aug-19,Vita Ayala | German Peralta
Age of X-Man: Prisoner X,3,,,Marvel Comics,1-May-19,Comic,4-Aug-19,Vita Ayala | German Peralta
Age of X-Man: Prisoner X,4,,,Marvel Comics,5-Jun-19,Comic,15-Aug-19,Vita Ayala | German Peralta
Age of X-Man: The Amazing Nightcrawler,1A,,Regular Shane Davis Michelle Delecki Federico Blee Cover,Marvel Comics,20-Feb-19,Comic,4-Aug-19,Seanan McGuire | Juan Frigeri
Age of X-Man: The Amazing Nightcrawler,3,,,Marvel Comics,17-Apr-19,Comic,4-Aug-19,Seanan McGuire | Juan Frigeri
Age of X-Man: The Amazing Nightcrawler,4,,,Marvel Comics,22-May-19,Comic,8-Aug-20,Seanan McGuire | Juan Frigeri
